33.2308,33.2308,95.6804,100.187,53.2353,60.9149,23594.8,23634.5,51.2878,57.3511,1.15837,1.24777,45.1455,51.879,65.5822,57.0751,7921.3,33912.4,1
0,0,173.536,183.626,114.353,168.979,15101.3,16614.3,26.7246,33.1218,1.20631,1.48609,51.549,62.4304,89.2906,141.666,5325.49,33061.6,0
0,0,0.123711,0.527473,183.294,211.83,12810.4,11046.5,45.8743,45.2067,1.38267,1.36935,39.8628,41.1196,0.162796,197.562,4012.91,32890.8,0
0,0,8.84536,8.54945,128.265,176,11711,12055.5,27.4751,32.5753,0.727259,0.824891,28.3328,32.2286,4.3487,152.132,3989.03,32863.7,0
0,0,54.9072,59.7802,182.441,208.17,10168.6,9657.84,61.0153,74.2359,2.39202,8.18336,37.9612,51.4757,28.6719,195.306,3349.99,32709.3,0
0,0,3.14433,4.94506,143.265,194.936,7975.6,7687.21,23.4208,24.5267,0.728731,0.805239,17.7537,18.3322,2.02235,169.1,2629.72,32427.8,0
0,0,106.979,126.659,68.3571,99.9487,5076.27,5096.02,48.3817,49.0211,1.06965,1.21796,58.8711,57.8668,58.4094,84.1529,1728.41,32205.7,0
0,0,20.9583,24.0732,0.142857,0.307692,2902.31,3640.54,24.4532,30.15,0.079237,0.0816568,22.4755,26.066,11.2579,0.225275,1105.75,31966.5,0
0,0,65.2292,73.6341,83.1786,91,3024.23,3061.54,22.5978,23.943,0.257829,0.317028,29.6633,28.3308,34.7158,87.0893,1030,31934.1,0
0,0,23.2292,28.5122,40.5,70.7949,2264.7,3372.14,75.8025,97.7661,6.22066,7.69,81.4989,100.11,12.9353,55.6474,999.23,31887.5,0
0,0,9.10417,12.2439,0.25,0.282051,2527.08,2904.55,17.7076,21.9925,0.016941,0.0291478,19.4759,23.2665,5.33702,0.266026,917.406,31895,0
0,0,20.375,23.8293,15.8929,21.3846,2260.85,2572.01,30.2779,33.9957,0.258634,0.267108,13.4142,14.8804,11.0511,18.6387,819.55,31874.8,0
0,0,8.42056,11.023,0,0,1560.74,2283.87,40.3406,50.6033,3.49235,4.13948,78.5152,94.6945,4.86089,0,686.676,31758.5,0
90,90,98.757,115.575,89.2333,102.978,509.546,531.61,23.8866,28.3442,0.428835,0.542946,25.0985,30.3504,98.5829,96.1058,191.805,31737.9,1
0,0,294.383,353.299,126.1,157.087,19.0465,16.5339,7.64766,8.52491,0.776281,0.869968,7.24542,8.05364,161.921,141.593,11.4599,31717.5,0
0.1,0.1,47.3645,55.0115,153.7,205.348,276.838,280.015,11.9945,14.3324,0.135665,0.174368,11.5743,13.7457,25.644,179.524,101.559,31710.1,0
2.05,0.8,93.1869,116.046,165.067,217.63,126.818,132.082,5.86671,6.90115,0.121512,0.143621,4.46994,5.28728,53.0207,191.349,46.9902,31707.3,1
0.35,0.35,271.598,320.885,102.033,129.978,29.7577,37.722,10.8785,12.8689,1.07669,1.24535,10.6782,12.9494,148.296,116.006,19.5468,31704.6,0
0,0,116.231,129.429,24.3939,32.7143,1703.46,2680.54,107.584,149.057,8.68231,18.1081,111.136,148.989,61.4148,28.5541,822.145,31821.1,0
0,0,177.487,184.686,202.333,255.224,519.673,542.739,77.8195,83.5483,1.71173,1.83411,65.3403,71.9166,90.5432,228.779,227.671,31788.8,1
0,0,498.231,546.543,61.8182,90.5714,51.3077,62.6376,14.162,16.214,0.507584,0.569867,6.94429,8.12731,261.193,76.1948,26.768,31727.2,0
0,0,615.205,679.486,21.3939,34.7551,4.31317,4.14238,4.77387,5.29068,0.217853,0.231993,1.21545,1.34749,323.673,28.0745,3.58659,31724.1,0
0,0,373.205,411.286,45.5455,66.449,208.788,274.86,28.954,34.677,0.609434,0.72847,7.75553,10.2642,196.123,55.9972,94.5359,31713.4,0
0,0,41.9744,47.4286,173.727,210.082,274.355,298.225,41.7924,45.0022,2.55666,2.66154,52.6432,56.8684,22.3507,191.904,129.151,31719.3,0
3.5,0,29.3542,27.1458,174.091,271.4,357.556,395.296,25.8287,28.9971,0.428995,0.605403,24.3109,28.1608,15,222.745,149.257,31740.5,0
0,0,147.063,148.75,28.8788,35.5778,546.363,775,48.1843,60.6239,0.715672,1.14741,13.9639,21.477,73.9531,32.2283,254.344,31697.4,0
0,0,1.75,0.729167,181.515,202.556,415.212,375.219,40.5508,40.4046,1.17686,1.66764,38.7596,40.8259,0.619792,192.035,165.312,31729.4,0
0,0,36.75,35.4583,155,203.467,328.188,347.467,38.1502,40.1973,1.50741,2.03386,33.1184,35.1813,18.0521,179.233,143.131,31723.8,0
0,0,20.9583,22.6042,85.5152,103,403.224,407.765,63.5013,67.4403,3.40525,4.51862,67.1085,76.1461,10.8906,94.2576,189.456,31706.9,0
0,0,2.70833,2.10417,154.485,174.111,210.798,204.306,35.2766,37.3195,1.88743,2.42878,40.5399,41.9888,1.20313,164.298,99.5744,31700.4,0
0,0,19,30.3077,78.9677,96.7234,1575.07,1770.34,55.3894,66.3856,0.497431,0.591163,79.6647,84.072,12.3269,87.8456,555.24,31822,1
0,0,25.3023,41.2692,51.5161,79.6596,1457.71,1654.53,39.4111,58.3389,0.164634,6.30253,57.1546,71.7643,16.6429,65.5879,511.421,31797.9,0
0,0,9.86047,16.0769,101.839,150.809,1092.43,1244.34,43.2618,52.131,1.88251,2.40168,69.4479,73.0063,6.48435,126.324,394.243,31781.4,0
0,0,1.86047,3.07692,83.8064,124.021,1002.6,1032.55,32.0964,35.9299,0.683239,0.821195,41.4268,39.2856,1.23435,103.914,334.086,31755.7,0
0,0,90.9767,151.5,25.6129,27.5319,956.703,1179.16,52.4019,61.2759,0.900843,1.05368,15.6913,17.7056,60.6192,26.5724,349.296,31706.5,0
0.25,0,3.53488,6.07692,215.29,248.681,507.966,551.312,25.3007,28.8712,0.832074,0.96415,29.5341,28.6409,2.46545,231.986,179.378,31740.7,0
0,0,8.42056,11.023,0,0,1560.74,2283.87,40.3406,50.6033,3.49235,4.13948,78.5152,94.6945,4.86089,0,686.676,31758.5,0
90,90,98.757,115.575,89.2333,102.978,509.546,531.61,23.8866,28.3442,0.428835,0.542946,25.0985,30.3504,98.5829,96.1058,191.805,31737.9,1
0,0,294.383,353.299,126.1,157.087,19.0465,16.5339,7.64766,8.52491,0.776281,0.869968,7.24542,8.05364,161.921,141.593,11.4599,31717.5,0
0.1,0.1,47.3645,55.0115,153.7,205.348,276.838,280.015,11.9945,14.3324,0.135665,0.174368,11.5743,13.7457,25.644,179.524,101.559,31710.1,0
2.05,0.8,93.1869,116.046,165.067,217.63,126.818,132.082,5.86671,6.90115,0.121512,0.143621,4.46994,5.28728,53.0207,191.349,46.9902,31707.3,0
0.35,0.35,271.598,320.885,102.033,129.978,29.7577,37.722,10.8785,12.8689,1.07669,1.24535,10.6782,12.9494,148.296,116.006,19.5468,31704.6,0
0,0,57.5897,72.3548,21.25,18.2174,5107.26,5043.37,24.5805,25.2853,0.1948,0.199104,34.0474,35.6853,32.4861,19.7337,1728.37,32168.6,0
0.0571429,0.0571429,393.282,482.613,184.464,233.174,3950.61,3557.71,26.5324,29.3379,0.550145,0.69922,28.8813,32.297,219.002,208.819,1283.43,32114,0
0,0,57.4615,73.8064,80.8214,75.3478,2916.34,2591.01,18.5213,34.2965,0.379159,10.7579,24.042,39.006,32.817,78.0846,948.163,31944.1,0
0,0,359.487,447.129,76.2143,71.1087,2700.75,2462.31,19.8895,21.4009,0.871325,0.935065,34.9734,36.6423,201.654,73.6615,888.156,31947.7,0
0,0,296.179,376.645,152.571,165.174,2329.97,2101.44,24.9466,25.4991,1.03014,1.13841,21.8347,23.0734,168.206,158.873,762.14,31899.2,0
0,0,50.5385,63.9355,136,164.065,1758.34,1547.63,9.22858,10.1421,0.0162426,0.0162265,8.85224,9.73148,28.6185,150.033,562.729,31848.4,0
0,0,57.4615,73.8064,80.8214,75.3478,2916.34,2591.01,18.5213,34.2965,0.379159,10.7579,24.042,39.006,32.817,78.0846,948.163,31944.1,0
283.607,283.607,34.8049,37.3363,211.633,195.904,152.65,126.834,10.4663,10.5995,0.346733,0.398204,8.79835,9.38969,159.839,203.769,54.391,31745.6,0
283.607,283.607,34.8049,37.3363,211.633,195.904,152.65,126.834,10.4663,10.5995,0.346733,0.398204,8.79835,9.38969,159.839,203.769,54.391,31745.6,0
283.607,283.607,34.8049,37.3363,211.633,195.904,152.65,126.834,10.4663,10.5995,0.346733,0.398204,8.79835,9.38969,159.839,203.769,54.391,31745.6,0
67.1786,66.5357,178.593,197.735,43.5333,55.3269,1123.38,1381.66,13.0529,16.8183,0.0367875,0.0628593,13.2519,17.3795,127.511,49.4301,436.792,31758.6,0
3.28571,3.25,630.886,676.434,107.767,139.25,119.775,115.397,2.81471,3.28588,0.212609,0.265333,10.2208,12.3601,328.464,123.508,45.0016,31767.3,0
283.607,283.607,34.8049,37.3363,211.633,195.904,152.65,126.834,10.4663,10.5995,0.346733,0.398204,8.79835,9.38969,159.839,203.769,54.391,31745.6,1
